UnmapViewOfFile	KERNEL32$UnmapViewOfFile	WINBASEAPI WINBOOL WINAPI KERNEL32$UnmapViewOfFile (LPCVOID lpBaseAddress);
GetEnvironmentStrings	KERNEL32$GetEnvironmentStrings	WINBASEAPI LPTCH WINAPI KERNEL32$GetEnvironmentStrings();
FreeEnvironmentStringsA	KERNEL32$FreeEnvironmentStringsA	WINBASEAPI BOOL WINAPI KERNEL32$FreeEnvironmentStringsA(LPSTR);
CreateToolhelp32Snapshot	KERNEL32$CreateToolhelp32Snapshot	WINBASEAPI HANDLE WINAPI KERNEL32$CreateToolhelp32Snapshot(DWORD dwFlags,DWORD th32ProcessID);
Process32First	KERNEL32$Process32First	WINBASEAPI WINBOOL WINAPI KERNEL32$Process32First(HANDLE hSnapshot,LPPROCESSENTRY32 lppe);
Process32Next	KERNEL32$Process32Next	WINBASEAPI WINBOOL WINAPI KERNEL32$Process32Next(HANDLE hSnapshot,LPPROCESSENTRY32 lppe);
LoadLibraryA	KERNEL32$LoadLibraryA	WINBASEAPI HMODULE WINAPI KERNEL32$LoadLibraryA (LPCSTR lpLibFileName);
GetProcAddress	KERNEL32$GetProcAddress	WINBASEAPI FARPROC WINAPI KERNEL32$GetProcAddress (HMODULE hModule, LPCSTR lpProcName);
FreeLibrary	KERNEL32$FreeLibrary	WINBASEAPI WINBOOL WINAPI KERNEL32$FreeLibrary (HMODULE hLibModule);
GetAdaptersInfo	IPHLPAPI$GetAdaptersInfo	WINBASEAPI DWORD WINAPI IPHLPAPI$GetAdaptersInfo(PIP_ADAPTER_INFO,PULONG);
GetIpForwardTable	IPHLPAPI$GetIpForwardTable	WINBASEAPI DWORD WINAPI IPHLPAPI$GetIpForwardTable (PMIB_IPFORWARDTABLE pIpForwardTable, PULONG pdwSize, WINBOOL bOrder);
GetNetworkParams	IPHLPAPI$GetNetworkParams	WINBASEAPI DWORD WINAPI IPHLPAPI$GetNetworkParams(PFIXED_INFO,PULONG);
GetUdpTable	IPHLPAPI$GetUdpTable	WINBASEAPI ULONG WINAPI IPHLPAPI$GetUdpTable (PMIB_UDPTABLE UdpTable, PULONG SizePointer, WINBOOL Order);
GetTcpTable	IPHLPAPI$GetTcpTable	WINBASEAPI ULONG WINAPI IPHLPAPI$GetTcpTable (PMIB_TCPTABLE TcpTable, PULONG SizePointer, WINBOOL Order);
strcat	MSVCRT$strcat	WINBASEAPI char * __cdecl MSVCRT$strcat(char * __restrict__ _Dest,const char * __restrict__ _Source);
_snprintf	MSVCRT$_snprintf	WINBASEAPI int __cdecl MSVCRT$_snprintf(char * __restrict__ _Dest,size_t _Count,const char * __restrict__ _Format,...);
sscanf	MSVCRT$sscanf	WINBASEAPI int __cdecl MSVCRT$sscanf(const char * __restrict__ _Src,const char * __restrict__ _Format,...);
calloc	MSVCRT$calloc	WINBASEAPI void *__cdecl MSVCRT$calloc(size_t _NumOfElements, size_t _SizeOfElements);
realloc	MSVCRT$realloc	WINBASEAPI void *__cdecl MSVCRT$realloc(void *_Memory, size_t _NewSize);
free	MSVCRT$free	WINBASEAPI void __cdecl MSVCRT$free(void *_Memory);
memcmp	MSVCRT$memcmp	WINBASEAPI int __cdecl MSVCRT$memcmp(const void *_Buf1,const void *_Buf2,size_t _Size);
memcpy	MSVCRT$memcpy	WINBASEAPI void *__cdecl MSVCRT$memcpy(void * __restrict__ _Dst,const void * __restrict__ _Src,size_t _MaxCount);
memset	MSVCRT$memset	WINBASEAPI void __cdecl MSVCRT$memset(void *dest, int c, size_t count);
sprintf	MSVCRT$sprintf	WINBASEAPI int __cdecl MSVCRT$sprintf(char *__stream, const char *__format, ...);
vsnprintf	MSVCRT$vsnprintf	WINBASEAPI int __cdecl MSVCRT$vsnprintf(char * __restrict__ d,size_t n,const char * __restrict__ format,va_list arg);
_stricmp	MSVCRT$_stricmp	WINBASEAPI int __cdecl MSVCRT$_stricmp(const char *_Str1,const char *_Str2);
strchr	MSVCRT$strchr	WINBASEAPI PCHAR __cdecl MSVCRT$strchr(const char *haystack, int needle);
strcmp	MSVCRT$strcmp	WINBASEAPI int __cdecl MSVCRT$strcmp(const char *_Str1,const char *_Str2);
strcpy	MSVCRT$strcpy	WINBASEAPI char * __cdecl MSVCRT$strcpy(char * __restrict__ __dst, const char * __restrict__ __src);
strlen	MSVCRT$strlen	WINBASEAPI size_t __cdecl MSVCRT$strlen(const char *_Str);
wcsncmp	MSVCRT$wcsncmp	WINBASEAPI int __cdecl MSVCRT$wcsncmp(const wchar_t *_Str1,const wchar_t *_Str2, size_t count);
strncmp	MSVCRT$strncmp	WINBASEAPI int __cdecl MSVCRT$strncmp(const char *_Str1,const char *_Str2,size_t _MaxCount);
strnlen	MSVCRT$strnlen	WINBASEAPI size_t __cdecl MSVCRT$strnlen(const char *_Str,size_t _MaxCount);
strstr	MSVCRT$strstr	WINBASEAPI PCHAR __cdecl MSVCRT$strstr(const char *haystack, const char *needle);
strtok	MSVCRT$strtok	WINBASEAPI char *__cdecl MSVCRT$strtok(char * __restrict__ _Str,const char * __restrict__ _Delim);
swprintf	MSVCRT$swprintf	WINBASEAPI int __cdecl MSVCRT$swprintf(wchar_t *__stream, const wchar_t *__format, ...);
_swprintf	MSVCRT$_swprintf	WINBASEAPI int __cdecl MSVCRT$_swprintf(wchar_t * __restrict__ _Dest,const wchar_t * __restrict__ _Format,...);
wcscat	MSVCRT$wcscat	WINBASEAPI wchar_t *__cdecl MSVCRT$wcscat(wchar_t * __restrict__ _Dest,const wchar_t * __restrict__ _Source);
wcsncat	MSVCRT$wcsncat	WINBASEAPI wchar_t *__cdecl MSVCRT$wcsncat(wchar_t * __restrict__ _Dest, const wchar_t * __restrict__ _Source, size_t _Count);
_wcsicmp	MSVCRT$_wcsicmp	WINBASEAPI int __cdecl MSVCRT$_wcsicmp(const wchar_t *_Str1,const wchar_t *_Str2);
wcscpy	MSVCRT$wcscpy	WINBASEAPI wchar_t *__cdecl MSVCRT$wcscpy(wchar_t * __restrict__ _Dest, const wchar_t * __restrict__ _Source);
wcscpy_s	MSVCRT$wcscpy_s	WINBASEAPI errno_t __cdecl MSVCRT$wcscpy_s(wchar_t *_Dst, rsize_t _DstSize, const wchar_t *_Src);
wcschr	MSVCRT$wcschr	WINBASEAPI _CONST_RETURN wchar_t *__cdecl MSVCRT$wcschr(const wchar_t *_Str, wchar_t _Ch);
wcsrchr	MSVCRT$wcsrchr	WINBASEAPI wchar_t *__cdecl MSVCRT$wcsrchr(const wchar_t *_Str,wchar_t _Ch);
wcslen	MSVCRT$wcslen	WINBASEAPI size_t __cdecl MSVCRT$wcslen(const wchar_t *_Str);
wcsstr	MSVCRT$wcsstr	WINBASEAPI wchar_t *__cdecl MSVCRT$wcsstr(const wchar_t *_Str,const wchar_t *_SubStr);
wcstok	MSVCRT$wcstok	WINBASEAPI wchar_t *__cdecl MSVCRT$wcstok(wchar_t * __restrict__ _Str,const wchar_t * __restrict__ _Delim);
wcstoul	MSVCRT$wcstoul	WINBASEAPI unsigned long __cdecl MSVCRT$wcstoul(const wchar_t * __restrict__ _Str,wchar_t ** __restrict__ _EndPtr,int _Radix);
_wtol	MSVCRT$_wtol	WINBASEAPI long __cdecl MSVCRT$_wtol(const wchar_t * str);
srand	MSVCRT$srand	DECLSPEC_IMPORT void __cdecl MSVCRT$srand(unsigned int _Seed);
rand	MSVCRT$rand	DECLSPEC_IMPORT int __cdecl MSVCRT$rand(void);
_time32	MSVCRT$_time32	_CRTIMP __time32_t __cdecl MSVCRT$_time32(__time32_t *_Time);
_snwprintf	MSVCRT$_snwprintf	WINBASEAPI int __cdecl MSVCRT$_snwprintf(wchar_t * __restrict__ _Dest,size_t _Count,const wchar_t * __restrict__ _Format,...);
_time64	MSVCRT$_time64	_CRTIMP __time64_t __cdecl MSVCRT$_time64(__time64_t *_Time);
PathCombineW	SHLWAPI$PathCombineW	WINBASEAPI LPWSTR WINAPI SHLWAPI$PathCombineW(LPWSTR pszDest,LPCWSTR pszDir,LPCWSTR pszFile);
PathFileExistsW	SHLWAPI$PathFileExistsW	WINBASEAPI WINBOOL WINAPI SHLWAPI$PathFileExistsW(LPCWSTR pszPath);
StrStrA	SHLWAPI$StrStrA	WINBASEAPI LPSTR WINAPI SHLWAPI$StrStrA(LPCSTR lpFirst,LPCSTR lpSrch);
ShellExecuteExW	SHELL32$ShellExecuteExW	WINBASEAPI WINBOOL WINAPI SHELL32$ShellExecuteExW(SHELLEXECUTEINFOW *pExecInfo);
DnsQuery_A	DNSAPI$DnsQuery_A	WINBASEAPI DNS_STATUS WINAPI DNSAPI$DnsQuery_A(PCSTR,WORD,DWORD,PIP4_ARRAY,PDNS_RECORD*,PVOID*);
DnsFree	DNSAPI$DnsFree	WINBASEAPI VOID WINAPI DNSAPI$DnsFree(PVOID pData,DNS_FREE_TYPE FreeType);
inet_addr	WSOCK32$inet_addr	WINBASEAPI unsigned long WINAPI WSOCK32$inet_addr(const char *cp);
htonl	WS2_32$htonl	WINBASEAPI u_long WINAPI WS2_32$htonl(u_long hostlong);
htons	WS2_32$htons	WINBASEAPI u_short WINAPI WS2_32$htons(u_short hostshort);
inet_ntoa	WS2_32$inet_ntoa	WINBASEAPI char * WINAPI WS2_32$inet_ntoa(struct in_addr in);
InetNtopW	WS2_32$InetNtopW	WINBASEAPI LPCWSTR WINAPI WS2_32$InetNtopW(INT Family, LPCVOID pAddr, LPWSTR pStringBuf, size_t StringBufSIze);
inet_pton	WS2_32$inet_pton	WINBASEAPI INT WINAPI WS2_32$inet_pton(INT Family, LPCSTR pStringBuf, PVOID pAddr);
WSAStartup	WS2_32$WSAStartup	WINBASEAPI int WINAPI WS2_32$WSAStartup(WORD wVersionRequested,LPWSADATA lpWSAData);
WSAGetLastError	WS2_32$WSAGetLastError	WINBASEAPI int WINAPI WS2_32$WSAGetLastError(void);
socket	WS2_32$socket	WINBASEAPI int WINAPI WS2_32$socket(int af,int type,int protocol);
setsockopt	WS2_32$setsockopt	WINBASEAPI int WINAPI WS2_32$setsockopt(SOCKET s,int level,int optname,const char *optval,int optlen);
sendto	WS2_32$sendto	WINBASEAPI int WINAPI WS2_32$sendto(SOCKET s,const char *buf,int len,int flags,const struct sockaddr *to,int tolen);
recvfrom	WS2_32$recvfrom	WINBASEAPI int WINAPI WS2_32$recvfrom(SOCKET s,char *buf,int len,int flags,struct sockaddr *from,int *fromlen);
closesocket	WS2_32$closesocket	WINBASEAPI int WINAPI WS2_32$closesocket(SOCKET s);
WSACleanup	WS2_32$WSACleanup	WINBASEAPI int WINAPI WS2_32$WSACleanup(void);
ntohs	WS2_32$ntohs	WINBASEAPI int WINAPI WS2_32$ntohs(u_short netshort);
DsGetDcNameA	NETAPI32$DsGetDcNameA	WINBASEAPI DWORD WINAPI NETAPI32$DsGetDcNameA(LPCSTR ComputerName,LPCSTR DomainName,GUID *DomainGuid,LPCSTR SiteName,ULONG Flags,PDOMAIN_CONTROLLER_INFOA *DomainControllerInfo);
DsGetDcNameW	NETAPI32$DsGetDcNameW	WINBASEAPI DWORD WINAPI NETAPI32$DsGetDcNameW(LPCWSTR ComputerName,LPCWSTR DomainName,GUID *DomainGuid,LPCWSTR SiteName,ULONG Flags,PDOMAIN_CONTROLLER_INFOW *DomainControllerInfo);
NetUserGetInfo	NETAPI32$NetUserGetInfo	WINBASEAPI DWORD WINAPI NETAPI32$NetUserGetInfo(LPCWSTR servername,LPCWSTR username,DWORD level,LPBYTE *bufptr);
NetUserModalsGet	NETAPI32$NetUserModalsGet	WINBASEAPI DWORD WINAPI NETAPI32$NetUserModalsGet(LPCWSTR servername,DWORD level,LPBYTE *bufptr);
NetServerEnum	NETAPI32$NetServerEnum	WINBASEAPI DWORD WINAPI NETAPI32$NetServerEnum(LMCSTR servername,DWORD level,LPBYTE *bufptr,DWORD prefmaxlen,LPDWORD entriesread,LPDWORD totalentries,DWORD servertype,LMCSTR domain,LPDWORD resume_handle);
NetUserGetGroups	NETAPI32$NetUserGetGroups	WINBASEAPI DWORD WINAPI NETAPI32$NetUserGetGroups(LPCWSTR servername,LPCWSTR username,DWORD level,LPBYTE *bufptr,DWORD prefmaxlen,LPDWORD entriesread,LPDWORD totalentries);
NetUserGetLocalGroups	NETAPI32$NetUserGetLocalGroups	WINBASEAPI DWORD WINAPI NETAPI32$NetUserGetLocalGroups(LPCWSTR servername,LPCWSTR username,DWORD level,DWORD flags,LPBYTE *bufptr,DWORD prefmaxlen,LPDWORD entriesread,LPDWORD totalentries);
NetApiBufferFree	NETAPI32$NetApiBufferFree	WINBASEAPI DWORD WINAPI NETAPI32$NetApiBufferFree(LPVOID Buffer);
NetGetAnyDCName	NETAPI32$NetGetAnyDCName	WINBASEAPI DWORD WINAPI NETAPI32$NetGetAnyDCName(LPCWSTR servername,LPCWSTR domainname,LPBYTE *bufptr);
NetUserEnum	NETAPI32$NetUserEnum	WINBASEAPI DWORD WINAPI NETAPI32$NetUserEnum(LPCWSTR servername,DWORD level,DWORD filter,LPBYTE *bufptr,DWORD prefmaxlen,LPDWORD entriesread,LPDWORD totalentries,LPDWORD resume_handle);
NetGroupGetUsers	NETAPI32$NetGroupGetUsers	WINBASEAPI DWORD WINAPI NETAPI32$NetGroupGetUsers(LPCWSTR servername,LPCWSTR groupname,DWORD level,LPBYTE *bufptr,DWORD prefmaxlen,LPDWORD entriesread,LPDWORD totalentries,PDWORD_PTR ResumeHandle);
NetQueryDisplayInformation	NETAPI32$NetQueryDisplayInformation	WINBASEAPI DWORD WINAPI NETAPI32$NetQueryDisplayInformation(LPCWSTR ServerName,DWORD Level,DWORD Index,DWORD EntriesRequested,DWORD PreferredMaximumLength,LPDWORD ReturnedEntryCount,PVOID *SortedBuffer);
NetLocalGroupEnum	NETAPI32$NetLocalGroupEnum	WINBASEAPI DWORD WINAPI NETAPI32$NetLocalGroupEnum(LPCWSTR servername,DWORD level,LPBYTE *bufptr,DWORD prefmaxlen,LPDWORD entriesread,LPDWORD totalentries,PDWORD_PTR resumehandle);
NetLocalGroupGetMembers	NETAPI32$NetLocalGroupGetMembers	WINBASEAPI DWORD WINAPI NETAPI32$NetLocalGroupGetMembers(LPCWSTR servername,LPCWSTR localgroupname,DWORD level,LPBYTE *bufptr,DWORD prefmaxlen,LPDWORD entriesread,LPDWORD totalentries,PDWORD_PTR resumehandle);
NetLocalGroupAddMembers	NETAPI32$NetLocalGroupAddMembers	WINBASEAPI DWORD WINAPI NETAPI32$NetLocalGroupAddMembers(LPCWSTR servername,LPCWSTR groupname,DWORD level,LPBYTE buf,DWORD totalentries);
NetUserSetInfo	NETAPI32$NetUserSetInfo	WINBASEAPI DWORD WINAPI NETAPI32$NetUserSetInfo(LPCWSTR servername,LPCWSTR username,DWORD level,LPBYTE buf,LPDWORD parm_err);
NetShareEnum	NETAPI32$NetShareEnum	WINBASEAPI DWORD WINAPI NETAPI32$NetShareEnum(LMSTR servername,DWORD level,LPBYTE *bufptr,DWORD prefmaxlen,LPDWORD entriesread,LPDWORD totalentries,LPDWORD resume_handle);
NetSessionEnum	NETAPI32$NetSessionEnum	WINBASEAPI DWORD WINAPI NETAPI32$NetSessionEnum(LPCWSTR servername, LPCWSTR UncClientName, LPCWSTR username, DWORD level, LPBYTE* bufptr, DWORD prefmaxlen, LPDWORD entriesread, LPDWORD totalentries, LPDWORD resumehandle);
NetApiBufferFree	NETAPI32$NetApiBufferFree	WINBASEAPI DWORD WINAPI NETAPI32$NetApiBufferFree(LPVOID Buffer);
NetGroupAddUser	NETAPI32$NetGroupAddUser	WINBASEAPI DWORD WINAPI NETAPI32$NetGroupAddUser(LPCWSTR servername,LPCWSTR GroupName,LPCWSTR userName);
NetGroupAddUser	NETAPI32$NetGroupAddUser	WINBASEAPI DWORD WINAPI NETAPI32$NetGroupAddUser(LPCWSTR servername,LPCWSTR GroupName,LPCWSTR userName);
NetUserAdd	NETAPI32$NetUserAdd	WINBASEAPI DWORD WINAPI NETAPI32$NetUserAdd(LPCWSTR servername, DWORD level, LPBYTE buf, LPDWORD parm_err);
WNetOpenEnumW	MPR$WNetOpenEnumW	WINBASEAPI DWORD WINAPI MPR$WNetOpenEnumW(DWORD dwScope, DWORD dwType, DWORD dwUsage, LPNETRESOURCEW lpNetResource, LPHANDLE lphEnum);
WNetEnumResourceW	MPR$WNetEnumResourceW	WINBASEAPI DWORD WINAPI MPR$WNetEnumResourceW(HANDLE hEnum, LPDWORD lpcCount, LPVOID lpBuffer, LPDWORD lpBufferSize);
WNetCloseEnum	MPR$WNetCloseEnum	WINBASEAPI DWORD WINAPI MPR$WNetCloseEnum(HANDLE hEnum);
WNetGetNetworkInformationW	MPR$WNetGetNetworkInformationW	WINBASEAPI DWORD WINAPI MPR$WNetGetNetworkInformationW(LPCWSTR lpProvider, LPNETINFOSTRUCT lpNetInfoStruct);
WNetGetConnectionW	MPR$WNetGetConnectionW	WINBASEAPI DWORD WINAPI MPR$WNetGetConnectionW(LPCWSTR lpLocalName, LPWSTR lpRemoteName, LPDWORD lpnLength);
WNetGetResourceInformationW	MPR$WNetGetResourceInformationW	WINBASEAPI DWORD WINAPI MPR$WNetGetResourceInformationW(LPNETRESOURCEW lpNetResource, LPVOID lpBuffer, LPDWORD lpcbBuffer, LPWSTR *lplpSystem);
WNetGetUserW	MPR$WNetGetUserW	WINBASEAPI DWORD WINAPI MPR$WNetGetUserW(LPCWSTR lpName, LPWSTR lpUserName, LPDWORD lpnLength);
WNetAddConnection2W	MPR$WNetAddConnection2W	WINBASEAPI DWORD WINAPI MPR$WNetAddConnection2W(LPNETRESOURCEW lpNetResource, LPCWSTR lpPassword, LPCWSTR lpUserName, DWORD dwFlags);
WNetCancelConnection2W	MPR$WNetCancelConnection2W	WINBASEAPI DWORD WINAPI MPR$WNetCancelConnection2W(LPCWSTR lpName, DWORD dwFlags, BOOL fForce);
CharPrevW	USER32$CharPrevW	WINUSERAPI LPWSTR WINAPI USER32$CharPrevW(LPCWSTR lpszStart,LPCWSTR lpszCurrent);
DdeInitializeA	USER32$DdeInitializeA	WINUSERAPI UINT WINAPI USER32$DdeInitializeA(LPDWORD pidInst,PFNCALLBACK pfnCallback,DWORD afCmd,DWORD ulRes);
DdeConnectList	USER32$DdeConnectList	WINUSERAPI HCONVLIST WINAPI USER32$DdeConnectList(DWORD idInst,HSZ hszService,HSZ hszTopic,HCONVLIST hConvList,PCONVCONTEXT pCC);
DdeDisconnectList	USER32$DdeDisconnectList	WINUSERAPI WINBOOL WINAPI USER32$DdeDisconnectList(HCONVLIST hConvList);
DdeUninitialize	USER32$DdeUninitialize	WINUSERAPI WINBOOL WINAPI USER32$DdeUninitialize(DWORD idInst);
EnumDesktopWindows	USER32$EnumDesktopWindows	WINUSERAPI int WINAPI USER32$EnumDesktopWindows(HDESK hDesktop,WNDENUMPROC lpfn,LPARAM lParam);
EnumWindows	USER32$EnumWindows	WINUSERAPI WINBOOL WINAPI USER32$EnumWindows(WNDENUMPROC lpEnumFunc,LPARAM lParam);
FindWindowA	USER32$FindWindowA	WINUSERAPI HWND WINAPI USER32$FindWindowA(LPCSTR lpszClass,LPCSTR lpszWindow);
FindWindowExA	USER32$FindWindowExA	WINUSERAPI HWND WINAPI USER32$FindWindowExA(HWND hWndParent,HWND hWndChildAfter,LPCSTR lpszClass,LPCSTR lpszWindow);
GetClassNameA	USER32$GetClassNameA	WINUSERAPI int WINAPI USER32$GetClassNameA(HWND hWnd,LPSTR lpClassName,int nMaxCount);
GetPropA	USER32$GetPropA	WINUSERAPI HANDLE WINAPI USER32$GetPropA(HWND hWnd,LPCSTR lpString);
GetWindowLongA	USER32$GetWindowLongA	WINUSERAPI LONG WINAPI USER32$GetWindowLongA(HWND hWnd,int nIndex);
GetWindowLongPtrA	USER32$GetWindowLongPtrA	WINUSERAPI LONG_PTR WINAPI USER32$GetWindowLongPtrA(HWND hWnd,int nIndex);
GetWindowTextA	USER32$GetWindowTextA	WINUSERAPI int WINAPI USER32$GetWindowTextA(HWND hWnd,LPSTR lpString,int nMaxCount);
GetWindowThreadProcessId	USER32$GetWindowThreadProcessId	WINUSERAPI DWORD WINAPI USER32$GetWindowThreadProcessId(HWND hWnd,LPDWORD lpdwProcessId);
IsWindowVisible	USER32$IsWindowVisible	WINUSERAPI int WINAPI USER32$IsWindowVisible(HWND hWnd);
PostMessageA	USER32$PostMessageA	WINUSERAPI WINBOOL WINAPI USER32$PostMessageA(HWND hWnd,UINT Msg,WPARAM wParam,LPARAM lParam);
SendMessageA	USER32$SendMessageA	WINUSERAPI LRESULT WINAPI USER32$SendMessageA(HWND hWnd,UINT Msg,WPARAM wParam,LPARAM lParam);
SetPropA	USER32$SetPropA	WINUSERAPI BOOL WINAPI USER32$SetPropA(HWND hWnd,LPCSTR lpString,HANDLE hData);
SetWindowLongA	USER32$SetWindowLongA	WINUSERAPI LONG WINAPI USER32$SetWindowLongA(HWND hWnd,int nIndex, LONG dwNewLong);
SetWindowLongPtrA	USER32$SetWindowLongPtrA	WINUSERAPI LONG_PTR WINAPI USER32$SetWindowLongPtrA(HWND hWnd,int nIndex, LONG_PTR dwNewLong);
EnumerateSecurityPackagesA	SSPICLI$EnumerateSecurityPackagesA	WINBASEAPI DWORD WINAPI SSPICLI$EnumerateSecurityPackagesA(unsigned long*, PSecPkgInfoA*);
FreeContextBuffer	SSPICLI$FreeContextBuffer	WINBASEAPI SECURITY_STATUS WINAPI SSPICLI$FreeContextBuffer(void *pvContextBuffer);
GetUserNameExA	SECUR32$GetUserNameExA	WINBASEAPI BOOLEAN WINAPI SECUR32$GetUserNameExA (int NameFormat, LPSTR lpNameBuffer, PULONG nSize);
GetUserNameExW	SECUR32$GetUserNameExW	WINBASEAPI BOOLEAN WINAPI SECUR32$GetUserNameExW (int NameFormat, LPWSTR lpNameBuffer, PULONG nSize);
GetComputerObjectNameW	SECUR32$GetComputerObjectNameW	WINBASEAPI BOOLEAN WINAPI SECUR32$GetComputerObjectNameW (int NameFormat, LPWSTR lpNameBuffer, PULONG nSize);
FreeCredentialsHandle	SECUR32$FreeCredentialsHandle	WINBASEAPI SECURITY_STATUS WINAPI SECUR32$FreeCredentialsHandle(PCredHandle phCredential);
AcquireCredentialsHandleA	SECUR32$AcquireCredentialsHandleA	WINBASEAPI DWORD WINAPI SECUR32$AcquireCredentialsHandleA(LPSTR, LPSTR, unsigned long, void*, void*, SEC_GET_KEY_FN, void *, PCredHandle, PTimeStamp);
InitializeSecurityContextA	SECUR32$InitializeSecurityContextA	WINBASEAPI DWORD WINAPI SECUR32$InitializeSecurityContextA(PCredHandle, PCtxtHandle, SEC_CHAR*, unsigned long, unsigned long, unsigned long, PSecBufferDesc, unsigned long, PCtxtHandle, PSecBufferDesc, unsigned long *, PTimeStamp);
InitializeSecurityContextW	SECUR32$InitializeSecurityContextW	WINBASEAPI DWORD WINAPI SECUR32$InitializeSecurityContextW(PCredHandle, PCtxtHandle, SEC_WCHAR*, unsigned long, unsigned long, unsigned long, PSecBufferDesc, unsigned long, PCtxtHandle, PSecBufferDesc, unsigned long *, PTimeStamp);
AcceptSecurityContext	SECUR32$AcceptSecurityContext	WINBASEAPI DWORD WINAPI SECUR32$AcceptSecurityContext(PCredHandle, PCtxtHandle, PSecBufferDesc, unsigned long, unsigned long, PCtxtHandle, PSecBufferDesc, unsigned long *, PTimeStamp);
DeleteSecurityContext	SECUR32$DeleteSecurityContext	WINBASEAPI SECURITY_STATUS WINAPI SECUR32$DeleteSecurityContext(PCtxtHandle phContext);
AcquireCredentialsHandleA	SECUR32$AcquireCredentialsHandleA	WINBASEAPI DWORD WINAPI SECUR32$AcquireCredentialsHandleA(LPSTR, LPSTR, unsigned long, void*, void*, SEC_GET_KEY_FN, void *, PCredHandle, PTimeStamp);
AcceptSecurityContext	SECUR32$AcceptSecurityContext	WINBASEAPI DWORD WINAPI SECUR32$AcceptSecurityContext(PCredHandle, PCtxtHandle, PSecBufferDesc, unsigned long, unsigned long, PCtxtHandle, PSecBufferDesc, unsigned long *, PTimeStamp);
LsaConnectUntrusted	SECUR32$LsaConnectUntrusted	WINBASEAPI DWORD WINAPI SECUR32$LsaConnectUntrusted(PHANDLE);
LsaDeregisterLogonProcess	SECUR32$LsaDeregisterLogonProcess	WINBASEAPI NTSTATUS NTAPI SECUR32$LsaDeregisterLogonProcess(HANDLE LsaHandle);
LsaFreeReturnBuffer	SECUR32$LsaFreeReturnBuffer	WINBASEAPI NTSTATUS NTAPI SECUR32$LsaFreeReturnBuffer (PVOID Buffer);
LsaLookupAuthenticationPackage	SECUR32$LsaLookupAuthenticationPackage	WINBASEAPI DWORD WINAPI SECUR32$LsaLookupAuthenticationPackage(HANDLE, PLSA_STRING, PULONG);
LsaCallAuthenticationPackage	SECUR32$LsaCallAuthenticationPackage	WINBASEAPI DWORD WINAPI SECUR32$LsaCallAuthenticationPackage(HANDLE, ULONG, PVOID, ULONG, PVOID*, PULONG, PNTSTATUS);
GetFileVersionInfoA	VERSION$GetFileVersionInfoA	WINBASEAPI WINBOOL WINAPI VERSION$GetFileVersionInfoA(LPCSTR lptstrFilename, DWORD dwHandle, DWORD dwLen, LPVOID lpData);
GetFileVersionInfoW	VERSION$GetFileVersionInfoW	WINBASEAPI WINBOOL WINAPI VERSION$GetFileVersionInfoW(LPCWSTR lptstrFilename,DWORD dwHandle,DWORD dwLen,LPVOID lpData);
GetFileVersionInfoSizeA	VERSION$GetFileVersionInfoSizeA	WINBASEAPI DWORD WINAPI VERSION$GetFileVersionInfoSizeA(LPCSTR lptstrFilenamea ,LPDWORD lpdwHandle);
GetFileVersionInfoSizeW	VERSION$GetFileVersionInfoSizeW	WINBASEAPI DWORD WINAPI VERSION$GetFileVersionInfoSizeW(LPCWSTR lptstrFilename,LPDWORD lpdwHandle);
VerQueryValueA	VERSION$VerQueryValueA	WINBASEAPI WINBOOL WINAPI VERSION$VerQueryValueA(LPCVOID pBlock, LPCSTR lpSubBlock, LPVOID *lplpBuffer, PUINT puLen);
VerQueryValueW	VERSION$VerQueryValueW	WINBASEAPI WINBOOL WINAPI VERSION$VerQueryValueW(LPCVOID pBlock,LPCWSTR lpSubBlock,LPVOID *lplpBuffer,PUINT puLen);
FilterUnload	FLTLIB$FilterUnload	HRESULT WINAPI FLTLIB$FilterUnload(LPCWSTR lpFilterName);
LookupAccountNameA	ADVAPI32$LookupAccountNameA	WINADVAPI WINBOOL WINAPI ADVAPI32$LookupAccountNameA (LPCSTR lpSystemName, LPCSTR lpAccountName, PSID Sid, LPDWORD cbSid, LPSTR ReferencedDomainName, LPDWORD cchReferencedDomainName, PSID_NAME_USE peUse);
GetUserNameA	ADVAPI32$GetUserNameA	WINADVAPI WINBOOL WINAPI ADVAPI32$GetUserNameA (LPSTR lpBuffer, LPDWORD pcbBuffer);
ImpersonateLoggedOnUser	ADVAPI32$ImpersonateLoggedOnUser	WINADVAPI WINBOOL WINAPI ADVAPI32$ImpersonateLoggedOnUser (HANDLE hToken);
LogonUserA	ADVAPI32$LogonUserA	WINADVAPI WINBOOL WINAPI ADVAPI32$LogonUserA (LPCSTR lpszUsername, LPCSTR lpszDomain, LPCSTR lpszPassword, DWORD dwLogonType, DWORD dwLogonProvider, PHANDLE phToken);
LogonUserW	ADVAPI32$LogonUserW	WINADVAPI WINBOOL WINAPI ADVAPI32$LogonUserW (LPCWSTR lpszUsername, LPCWSTR lpszDomain, LPCWSTR lpszPassword, DWORD dwLogonType, DWORD dwLogonProvider, PHANDLE phToken);
